Node,Max_RRC
O32FX,1099
O32Q01X,411
O32Q7X,846
O32Y01X,1410
O33A01X,946
O33A11X,226
O33A7X,401
O33AJ01X,1462
O33AJX,690
O33AK7X,114
O33AL00X,28
O33AL01X,474
O33AP01X,632
O33AP7X,298
O33F01X,1254
O33FX,178
O34A01X,1064
O34A7X,424
O34AB01X,641
O34ABX,523
O34AC01X,904
O34AC7X,472
O34AD01X,915
O34ADX,572
O34AJ01X,557
O34AJ7X,356
O34C01X,3516
O34CJ50XMA,969
O34CX,2417
O34G01X,181
O34GX,183
O34Q01X,676
O35AA01X,666
O35AA7X,273
O35AJ01X,835
O35AJ7X,461
O35AK01X,478
O35AK11X,217
O35AK12X,172
O35AK13X,49
O35AK7X,229
O35B01X,936
O35B7X,659
O35G00XMA,102
O35G01XMA,62
O35Y01X,816
O37Q01X,1142
O37QX,1118
O40A01X,586
O40A7X,221
O40AK01X,766
O40AK7X,246
O40AL00XMA,510
O40AP01X,471
O40AP7X,180
O40B00XMA,127
O40B01XMA,453
O40D01X,468
O40D11X,299
O40E01X,511
O40EX,428
O40F01X,342
O40F7X,203
O40GX,287
O40R00X,82
O40R01X,629
O40Y7X,403
O41A01X,428
O41A7X,273
O41AK00X,14
O41AK01X,240
O41AP01X,352
O41AP7X,210
O41E01X,623
O41EX,145
O41G50XMA,126
O42A02X,532
O42A7X,242
O42AP01X,589
O42AP7X,288
O42E01X,231
O42EX,353
O42F01X,762
O42FX,647
O42Q01X,380
O43A01X,1199
O43A7X,617
O43AC01X,541
O43AC7X,259
O43AJ01X,1151
O43AJ7X,282
O43AP01X,721
O43APX,297
O43AR01X,245
O43Q50XMA,261
O44A01X,994
O44A7X,488
O44AJ01X,157
O44AJ7X,89
O45A01X,729
O45A7X,523
O45AC01X,1007
O45AC7X,1319
O45AJ01X,1014
O45AJX,366
O45AP02X,1031
O45APX,596
O45YY01X,845
O46Q01XMA,783
O47Q01X,551
O47Q7X,1141
O48F01X,765
O48F11X,138
O48F12X,79
O48F13X,71
O48F14X,107
O48F15X,52
O48Q01X,364
O48QX,840
O49C7X,1181
O49D7X,399
O49G01X,153
O49G7X,117
O49Q01X,601
O49QX,882
O50Q01X,515
O50QA01X,148
O50QJ01X,265
O50QJX,675
O50QK01X,238
O50QKX,637
O50QX,749
O51A01X,616
O51A7X,256
O51AJ01X,684
O51AJX,342
O51AK01X,752
O51AKX,78
O51AP01X,642
O51AP11X,149
O51AP12X,77
O51AP13X,67
O51APX,654
O51C01X,366
O51CX,85
O51GX,654
O51K7X,226
O51Q50XMA,5964
O52A01X,1456
O52A10X,153
O52A11X,360
O52A12X,80
O52A13X,58
O52AP01X,558
O52AP7X,353
O52AX,574
O52C01X,248
O52C7X,971
O52CB00X,115
O52CB01X,206
O52CJ01X,430
O52CJX,96
O52CP01X,458
O52CPX,41
O52Q01X,835
O52QX,445
O53A01X,493
O53AB01X,253
O53AB7X,121
O53AC00X,29
O53AC01X,365
O53AQ00X,675
O53AQ01X,295
O53AX,490
O53C00X,1370
O53FX,478
O54C01X,607
O54CA02XMA,241
O54CX,440
O54G01XMA,276
O54Q01X,483
O54Q7X,638
O55A01X,1191
O55A7X,352
O55AJ01X,682
O55AJ7X,231
O55YY01X,450
O55YYX,1023
O56A01X,609
O56A7X,309
O56F01X,497
O56F10X,163
O56F11X,42
O56FJ01X,218
O56FX,17
O56YX,345
O57A01X,656
O57A7X,250
O57AB01X,429
O57AB7X,142
O57AJ01X,407
O57AJ7X,264
O57F01X,702
O57FX,190
O57Q01X,879
O58A01X,328
O58A7X,126
O58CD00X,17
O58CD01X,421
O59A00X,208
O60A01X,298
O60AX,230
O60E00X,403
O60E01X,421
O60E02X,413
O60E04X,2313
O60E11X,140
O60E12X,316
O60E13X,135
O60E14X,56
O60E15X,136
O60E16X,115
O60EJ01X,1069
O60EX,1039
O60F01X,685
O60FP01X,1403
O60FP7X,894
O60FX,723
O61A01X,545
O61A7X,216
O61AB7X,639
O61AJ01X,666
O61AJX,343
O61E01X,689
O61E11X,125
O61F01X,678
O61F11X,64
O61F12X,183
O61F13X,279
O61FA01X,550
O61FX,652
O62A01X,340
O62A7X,187
O62AB01X,490
O62ABX,281
O62B00X,219
O62C00XMA,493
O62C01XMA,481
O62E01X,1531
O62E01XSC,847
O62F01X,686
O62FX,476
O62Y01X,402
O63A01X,646
O63A7X,224
O63AB01X,460
O63AB7X,336
O63AJ01X,223
O63AJ7X,128
O63F02XMA,22
O63F7X,167
O63X01X,227
O63XX,371
O64C00X,382
O65A01X,1111
O65A7X,662
O65C01X,1262
O65C7X,1418
O65CM01XMA,684
O65CR01XMA,911
O66A01X,352
O66A7X,471
O68F01X,707
O68F7X,712
O68Q01X,211
O68QX,437
O68Y01X,1179
O69A01X,174
O69A7X,151
O69G01X,792
O69GX,715
O69Q01X,1757
O70G00X,127
O70G02XMA,205
O70Q01X,125
O70QA01X,762
O70QK01X,1869
O70QR01X,164
O70QX,302
O71C01X,160
O71C7X,134
O71G01X,249
O71GX,209
O71Q01X,1510
O71QM01X,713
O71QM02X,20
O71U01X,464
O72C01X,355
O72F01X,455
O72Q01X,530
O72QJ01X,1733
O72QX,1164
O72U01X,234
O73F01X,556
O73FP01X,164
O73GX,484
O73Q01X,472
O73QA01X,1261
O73QJ01X,396
O73QJ7X,1053
O73QX,1116
O74Q01X,1612
O74QA01X,1278
O75AK01X,899
O75AK7X,371
O75C01X,818
O75C7X,459
O75YY01X,539
O76A01X,755
O76A7X,457
O76C01X,253
O76C7X,293
O76D01X,732
O76D7X,723
O76DJ01X,620
O76DJX,128
O76Q01X,166
O76Y01X,125
O76YX,397
O77A01X,503
O77A7X,193
O77C01X,343
O77C7X,271
O77Y7X,320
OA01X,872
OA6A01X,1079
OA6A7X,392
OA7X,840
OAB00X,514
OADX,515
OAE00X,156
OAE02XMA,258
OAF01X,1024
OAF11X,178
OAF12X,123
OAFX,733
OAG01X,358
OAGX,420
OAJ01XMA,56
OAK01X,395
OALM01X,1697
OALP01XMA,108
OAND01X,218
OAND01XMA,30
OAPJ01XMA,35
OAPK01X,328
OAPK02XMA,271
OB0A01XIB,113
OB0B01XIB,248
OB0C01XIB,11
OB0D02XIB,277
OB0DNL03,159
OB0DNL1,147
OB0DNL2,139
OB0HNL1,200
OB0INL01,648
OB0INL02,967
OB0INL03,1037
OB0INL04,1961
OB0INL05,44
OB0JNL1,30
OB0KNL1,64
OB0LNL1,325
OB0M01XIB,47
OB0MNL1,39
OB0NNL02,2
OB0NNL1,524
OB0ONL1,217
OB0TNL1,362
OB0U01XIB,137
OB0UNL1,62
OB0V01XIB,438
OB0V02XIB,527
OB0WNL1,158
OB0XNL00,626
OB0YNL00,27
OB0ZNL01,128
OB1A01XIB,102
OB1BNL00,76
OB1CNL01,16
OB1ENL01,65
OB1ENL02,60
OB1G01XIB,89
OB1HNL01,28
OB1HNL02,20
OB1HNL03,6
OB1HNL04,28
OB1HNL05,86
OB1HNL06,112
OB1HNL07,11
OB1INL01,33
OB1INL02,13
OB1JNL01,4
OB1JNL02,6
OB1JNL03,6
OB1JNL04,8
OB1JNL05,7
OB1JNL06,5
OB1JNL07,4
OB1KNL01,9
OB1LNL01,51
OB1MNL01,11
OB1MNL02,14
OBC01X,192
OBCX,178
OBDT01X,1147
OBRY50XMA,107
OCAR01X,164
OCAR02XMA,259
OCDT01X,641
OCJ01X,505
OCJ02XMA,477
OCP01XMA,565
OCRP01XMA,111
OET01X,1011
OFB01X,878
OFBX,829
OFCG01X,265
OFCGX,319
OFCH01XMA,51
OGLW01X,748
OHLS01X,252
OKPE01X,1131
OLD01X,687
OLIM01X,347
OLIM01XMA,34
OMM01XMA,253
OMP01X,164
OMPX,375
OMST01XMA,96
ON00Q00X,376
ON00R00X,66
ON00S00X,79
ON00T00X,90
ON00U00X,152
ON04K00X,355
ON08E00X,369
ON08L00X,329
ON08M00X,289
ON0A801XIB,156
ON0A802XIB,44
ON0NJ00X,24
ON0NJ01X,31
ON0TMANL01,38
ON0TNANL01,47
ON0UC00X,56
ON0UC01X,11
ON0WOA00X,25
ON0YBA00X,16
ON0YHA01XSC,18
ON0YHB01XSC,14
ON0YHC01XSC,24
ON0YHD01XSC,19
ON0YHE01XSC,18
ON0YHF01XSC,26
ON0YHG01XSC,14
ON0YHH01XSC,20
ON0YHI01XSC,61
ON0YIA01XSC,16
ON0YIB01XSC,13
ON0YIC01XSC,22
ON0YID01XSC,26
ON0YIE01XSC,1
ON0YIF01XSC,47
ON0YMA50XSC,6
ON0YMB50XSC,15
ON0YMC50XSC,18
ON0YMD50XSC,20
ON0YME50XSC,20
ON0YMF50XSC,24
ON0YMH50XSC,225
ON0YMI50XSC,18
ON0YMJ50XSC,26
ON0YMK50XSC,10
ON0YML50XSC,28
ON0YMM50XSC,9
ON0YMN50XSC,16
ON0YMP50XSC,21
ON0YTA50XSC,20
ON0YTB50XSC,20
ON0YTC50XSC,21
ON0YTD50XSC,57
ON0YTE50XSC,19
ON0YTF50XSC,30
ON0YTG50XSC,31
ON0YTI50XSC,38
ON0YTN50XSC,15
ON0YTV50XSC,14
ON0YUA01XSC,22
ON0YUB01XSC,62
ON0YUC01XSC,58
ON0YUD01XSC,100
ON0YUE01XSC,7
ON0YUF01XSC,12
ON0YVA50XSC,42
ON0YVB50XSC,69
ON0YVD50XSC,22
ON0YVE50XSC,16
ON0YVF50XSC,11
ON0YVG50XSC,13
ON0YVH50XSC,19
ON0YVI50XSC,11
ON0YVJ50XSC,40
ON0YVK50XSC,27
ON0YVL50XSC,15
ON0YVM50XSC,20
ON0YVN50XSC,16
ON0YVO50XSC,25
ON0YVP50XSC,19
ON0YVQ50XSC,13
ON0YW150XSC,78
ON0YW250XSC,24
ON0YW350XSC,16
ON0YW550XSC,25
ON0YW850XSC,51
ON0YW950XSC,65
ON0YWA50XSC,45
ON0YWD50XSC,30
ON0YWF50XSC,241
ON0YWG50XSC,27
ON0YWH50XSC,47
ON0YWI50XSC,27
ON0YWJ50XSC,38
ON0YWK50XSC,33
ON0YWL50XSC,15
ON0YWM50XSC,27
ON0YWN50XSC,25
ON0YWO50XSC,26
ON0YWP50XSC,21
ON0YWQ50XSC,12
ON0YWR50XSC,28
ON0YWS50XSC,24
ON0YWT50XSC,23
ON0YWU50XSC,11
ON0YWV50XSC,50
ON0YWW50XSC,23
ON0YWX50XSC,69
ON0YWY50XSC,30
ON112A00X,142
ON113A00X,6
ON114A00X,3
ON127A01XSC,51
ON12C01XSC,91
ON12DA01XSC,79
ON12IA01XSC,25
ON12LA01XSC,200
ON12NA01XSC,143
ON12PA01XSC,62
ON13AA01XSC,47
ON13JA01XSC,80
ON16R01XSC,7
ON18MA50XSC,40
ON18MB50XSC,72
ON18MC50XSC,136
ON18MD50XSC,218
ONAL01XMA,123
ONBB01XMA,76
ONBM01X,123
ONBR7X,242
ONC01X,613
ONCH01X,73
ONDY01X,318
ONE01X,270
ONEL01X,2245
ONEY01XMA,268
ONG50XMA,151
ONH01XMA,140
ONH02XMA,31
ONHE01X,151
ONHH01XMA,158
ONIB01XMA,119
ONIF01X,325
ONK01X,396
ONKI01XMA,203
ONKI02XMA,11
ONKL7X,549
ONKM01XMA,485
ONKS7X,263
ONL01X,247
ONM01X,311
ONMC01XMA,134
ONMR7X,153
ONNL7X,321
ONS7X,149
ONSE01X,150
ONT01X,1103
ONTE7X,309
ONTI01X,177
ONTL01X,189
ONTM50XMA,131
ONTN01X,177
ONWH01XMA,63
OPAA01XMA,133
OPBK7X,532
OPKY01XMA,128
OPL01X,1371
OPLA01X,188
OPLA02XMA,303
OPLK00X,176
OPTH01X,1179
OPTW01X,671
OQU01X,110
OQXX01X,541
OQXXX,1253
OQYY50XMA,4987
ORFS01XMA,95
ORFT01X,763
ORFTJ01XMA,284
ORKL01X,647
ORKL02XMA,1383
ORKLA01XMA,49
ORON50XMA,94
OSAVX,217
OSHV01X,262
OSHVX,124
OSSA01XMA,95
OSSAX,274
OT700F,281
OT702F,412
OT704F,874
OT705F,342
OT710F,545
OT715F,329
OT730F,206
OT736F,377
OT737F,375
OT740F,278
OT741F,529
OT743F,427
OT745F,369
OT758F,498
OT759F,547
OT761F,559
OT766F,601
OT774F,549
OT775F,1193
OT789F,293
OT790F,801
OT797F,336
OT798F,480
OT803F,676
OT804F,344
OT805F,936
OT806F,334
OT811F,346
OT816F,681
OT819F,976
OT820F,315
OT821F,446
OT823F,449
OT825F,289
OT826F,659
OT833F,1072
OT854F,223
OT869F,164
OT870F,319
OT871F,595
OT873F,241
OT902F,462
OT903F,664
OT904F,121
OT905F,271
OVDB00X,203
OWVL01XMA,280
OWVLX,361
OX001X,377
P01Z01X,41
P01ZA01X,42
P01ZX,45
P03G01X,308
P03M01X,123
P03M7X,119
P04D01X,1534
P04DJ01X,423
P04L01X,143
P06J01X,202
P06M01X,171
P07C01X,800
P07E50XMA,1655
P07K01X,287
P07M01X,480
P07X01XMA,89
P08CE01X,105
P08O01X,564
P08Y01X,172
P09I01X,155
P10B50XMA,290
P10R01X,526
P10V01X,240
P11D01X,671
P11E01X,444
P11F7X,362
P11Z01X,246
P12E01X,1817
P12J01XMA,103
P12R01X,239
P20F01X,312
P21A01X,200
P21D01X,719
P22M01X,198
P22Q01X,236
P22R01XMA,98
P22S01X,139
P22W01X,467
P23M01X,81
P24D01X,1088
P24M01X,47
P24Y01XMA,121
P25F01X,528
P25J01X,139
P25W01X,304
P30D01X,314
P30G01XMA,143
P31G01X,267
P31Q01X,293
P32M01XMA,100
P33D01X,2162
P33J01X,195
P33K7X,221
P33X01X,257
P34D01X,627
P35E01X,551
P35K01X,223
P42B01X,323
P42Q01X,497
P42R01XMA,113
P42W01X,221
P43M01X,136
P43V01XMA,161
P44E01X,337
P44O01X,1944
P46H01X,316
P46M01X,97
P46MY01XMA,77
P46W01X,389
P47E50XMA,304
P47M01X,132
P48Q01X,159
P48U01X,260
P49D01X,276
P49DL01X,365
P49F01XMA,1003
P50D01X,506
P51D01X,948
P51M01X,170
P51R01XMA,129
P52D01X,1007
P52U01XMA,105
P52X01X,158
P53C01X,371
P53D01X,919
P54D01X,525
P54O01XMA,183
P55N01X,631
P55X01X,93
P56Y01X,230
P57B01XMA,161
P57V01X,250
P57X01X,146
P61F01X,269
P61I01X,186
P61J01X,373
P61T01X,88
P63M01X,103
P63V01X,169
P63Z01XMA,47
P65S01X,410
P66B01X,430
P66U01X,462
P66W01XMA,63
P67Z01XMA,81
P69C01XMA,108
P69K01X,247
P69R01XMA,93
P70F01X,1010
P71I01X,154
P72W01X,511
P73D01X,1289
P73G01X,298
P73S01X,290
P73T01X,119
P74V01X,176
P75F01X,674
P75G01X,34
P75X01XMA,151
P75Y01X,581
P76C01X,367
P76Z01X,200
P77A01XMA,282
P78D01X,1072
PBM01XMA,64
PC001X,496
PCH7X,141
PEA7X,257
PEB01X,375
PEBD7X,203
PEBE7X,154
PEBL01X,677
PEC01X,437
PECA01X,79
PECD01X,1038
PECL7X,262
PECR7X,120
PECTX,369
PECU01X,867
PED7X,70
PEE7X,152
PEEM7X,74
PEH7X,221
PEK7X,227
PEKG7X,286
PEM7X,361
PEMRX,61
PEO7X,255
PEPSX,75
PER7X,166
PES01X,1113
PESVX,69
PET7X,322
PETV7X,158
PEU7X,97
PEV01X,180
PEW7X,132
PEWR01X,740
PEYB01XMA,106
PFK01X,159
PM02A01X,183
PM03A01X,647
PM03B01XMA,106
PM03C01XMA,90
PM04A01X,282
PM04J01X,274
PM06P01X,249
PM21F01XMA,141
PM2F01X,347
PM2FA01XMA,52
PM34J01X,644
PM35J01X,248
PM35JX,589
PM3P01XMA,82
PM4P01X,102
PM50J7X,318
PM51J01X,764
PM52J01X,537
PM53J01X,350
PM54J50XMA,391
PM5P01X,221
PM5PS01XMA,114
PM67P01XMA,174
PM67Q01XMA,70
PM6PX01X,277
PMHF01XMA,79
PMIF01X,251
PU001X,278
Q01A00X,163
Q01B00XMA,227
Q01B01XMA,487
Q01C01X,370
Q01CX,214
Q02A01X,286
Q02A7X,270
Q02B01X,481
Q02BX,190
Q02C01X,91
Q02CX,103
Q03B01XMA,15
Q03B7X,154
Q03C00X,59
Q03C02XMA,134
Q04B01X,162
Q04B7X,153
Q05B01X,285
Q05B02X,267
Q05B7X,192
Q05C01XMA,103
Q05CX,275
Q06B01X,266
Q06B7X,159
Q07A7X,167
Q07C01X,238
Q07C7X,278
Q08A7X,315
Q08CX,208
Q09A01X,261
Q09A7X,186
Q09C00X,171
Q10B01X,144
Q10B7X,105
Q10C00X,255
Q10C02XMA,443
Q11B01X,606
Q11B7X,284
Q11C01X,220
Q11CX,173
Q11L01X,118
Q11LX,283
Q13A01X,377
Q13A7X,193
Q13B01X,381
Q13B7X,269
Q13C01X,200
Q13C7X,193
Q13L00XMA,146
Q13L01XMA,176
Q14A01X,331
Q14A7X,323
Q14B09XMA,26
Q14B7X,336
Q15A7X,426
Q16A01X,564
Q16A7X,219
Q18A01X,340
Q18A7X,209
Q20A00X,128
Q20B01X,281
Q20B7X,147
Q20C01X,361
Q20CX,272
Q20EX,369
Q21C01XMA,45
Q21C7X,126
Q23B00XMA,317
Q23B01XMA,568
Q23C7X,556
Q24B01X,682
Q24B7X,355
Q24C7X,690
Q25A01X,459
Q25AX,759
Q25B01X,609
Q25B7X,329
Q25C7X,213
Q30B01X,559
Q30B7X,413
Q31J00X,245
Q31J02XMA,360
Q32C01XMA,48
Q32CX,152
Q32T00X,248
Q33T01XMA,193
Q33TX,260
Q34T01XMA,447
Q34TX,499
Q35B01X,414
Q35B7X,280
Q36B01X,540
Q36B7X,273
Q41B01X,195
Q41B7X,112
Q41C01X,169
Q41C7X,161
Q42C00XMA,163
Q42C01XMA,151
Q43A01X,423
Q43A7X,426
Q43B01X,265
Q43C00XMA,153
Q43C01XMA,84
Q44A01X,266
Q44A7X,302
Q45C00X,435
Q46A01X,281
Q46A7X,218
Q47A01X,197
Q47A7X,179
Q48C00X,213
Q49B01X,236
Q49B7X,164
Q52B01X,408
Q52B7X,69
Q52C00X,585
Q53B01X,414
Q53B7X,250
Q53T00X,531
Q53T02XMA,627
Q53T09XMA,60
Q54B01X,473
Q54B7X,181
Q56B01X,445
Q56B7X,227
Q57B01X,218
Q57B7X,116
Q58B01X,355
Q58B7X,442
Q59C01X,437
Q59C7X,302
Q60C01X,899
Q60C7X,610
Q60N01X,830
Q60N7X,354
Q61C01X,204
Q61CX,319
Q62A01X,235
Q62AX,272
Q63A01X,399
Q63A7X,343
Q63C00X,136
Q66A01X,583
Q66A7X,349
Q67B01X,516
Q67B7X,332
Q67C00X,136
Q67C02XMA,174
Q68C01X,92
Q68CX,61
Q69C01X,198
Q69C7X,87
Q70L01X,262
Q70LX,547
Q71A01X,459
Q71AX,492
Q71B00XMA,196
Q71B01XMA,335
Q72B01X,355
Q72B7X,220
Q72T01X,439
Q72TX,646
Q73B00X,187
Q73B02XMA,247
Q74B01X,216
Q74B7X,115
Q75B01X,714
Q75B7X,417
Q76B01X,297
Q76B7X,192
Q77A00X,366
Q77A02XMA,530
Q77BR01X,167
Q77BRX,221
Q77C01X,322
Q77C7X,210
Q78B01X,166
Q78B7X,190
Q79B01X,206
Q79B7X,241
Q7BE50XMA,96
Q7BP01X,243
Q7BPX,488
Q7JB01X,52
Q7JBX,123
Q7LI01X,77
Q7LIX,190
Q7LM01X,119
Q7LMX,237
Q7MRX,248
Q7TA01X,38
Q7TAX,98
Q80B01X,272
Q80BX,44
Q8LM50XMA,102
QA01X,265
QAB01X,445
QAB7X,197
QABA00X,207
QABA02XMA,294
QABC00X,89
QABC02XMA,172
QAC01XMA,32
QAC7X,150
QADM00XMA,50
QADM01XMA,30
QARM00X,36
QARM02XMA,84
QART01X,241
QARTX,748
QASB00XMA,318
QASB01XMA,252
QAX,237
QB01X,255
QB7X,232
QBAR01X,244
QBARX,241
QBC00X,99
QBC02XMA,222
QBCB01X,108
QBCBX,191
QBCG00X,194
QBCL00X,47
QBCL02XMA,65
QBEA00XMA,337
QBEA01XMA,214
QBEBX,80
QBEC00XMA,196
QBEC01XMA,136
QBEE00XMA,188
QBEE01XMA,77
QBFF00X,20
QBFF01X,138
QBFG01X,130
QBFGX,174
QBJM01X,399
QBJMX,265
QBJV01X,538
QBJV7X,156
QBLX,129
QBMD00X,53
QBMD02XMA,142
QBNB00XMA,231
QBNB01XMA,257
QBPO00XMA,63
QBPO01XMA,40
QBSA01XMA,62
QBSB00X,107
QBSB02XMA,153
QBSC01X,63
QBSCX,116
QBSD00X,70
QBSD02XMA,285
QBSE01X,130
QBSEX,103
QBSF00X,61
QBSF02XMA,204
QBSG01X,57
QBSGX,120
QBSH01X,112
QBSHX,92
QBSJX,81
QBSP01X,83
QBSPX,122
QBST00X,109
QBST02XMA,353
QBSV00X,94
QBSV02XMA,215
QBTH00X,34
QBTH02XMA,54
QBTJX,98
QBTM00X,246
QBTV00X,270
QBTV02XMA,300
QBUS00X,27
QBVLX,187
QC02X00X,266
QC02X02X,180
QC02Y10X,180
QC02Y11X,136
QC02Y12X,187
QC02Y13X,156
QC02Y14X,163
QC02Z10X,234
QC03701XIB,193
QC03850XIB,111
QC043NL1,337
QC04B02XSC,9
QC04B03XSC,64
QC04B04XSC,32
QC45810X,14
QC46010X,9
QC47850XSC,81
QC47851XSC,110
QC58101XMA,46
QCAB01X,156
QCABX,301
QCARX,371
QCBA01X,180
QCBAX,131
QCCB50XMA,75
QCCYX,154
QCDM01X,315
QCDMX,147
QCESX,500
QCG01X,31
QCGX,70
QCHX,230
QCLA00XMA,103
QCLA01XMA,67
QCLD00X,51
QCLD02XMA,124
QCLEX,110
QCLL00X,27
QCLL01X,213
QCLN09XMA,14
QCLNX,200
QCLPX,172
QCMST00XMA,240
QCMST01XMA,244
QCNN00X,260
QCNOX,267
QCNX,152
QCO00X,53
QCO02XMA,113
QCOBX,171
QCRC01X,43
QCRCX,127
QCSA00X,66
QCST01X,138
QCSTX,144
QCU01X,36
QCUX,135
QCVB01X,87
QCVBX,120
QCVN01XMA,60
QCVNX,192
QCWDX,388
QCXX01X,253
QCXXX,441
QCZZ101XSC,54
QCZZ201XSC,33
QCZZ301XSC,72
QDA00X,379
QDAN00XMA,173
QDAN01XMA,151
QDD01X,662
QDDX,222
QDEG01X,122
QDEGX,341
QDII00X,89
QDII01XMA,21
QDII09XMA,12
QDIZ00XMA,143
QDIZ01XMA,109
QDMV01X,378
QDMVX,165
QDON01X,110
QDONX,173
QDOS01X,131
QDOSX,150
QDRV01XMA,25
QEF01X,156
QEFX,217
QERV00X,743
QFORX,170
QG3B01X,523
QG3B7X,290
QG5B01X,333
QG5B7X,243
QG8B01X,803
QG8B7X,192
QGGB01X,239
QGGB7X,199
QGMCX,177
QGOG00X,83
QGOG02XMA,159
QGRD01XMA,62
QGRDX,26
QGRN01X,114
QGRNX,134
QGUE01XMA,76
QGVB00X,50
QGVB02XMA,162
QHAM00X,58
QI0DNL00,32
QI0QNL1,27
QI3A01XIB,39
QJON00X,167
QKIN00XMA,120
QKIN01XMA,79
QKJC01X,420
QKJC7X,221
QL8A01X,552
QL8A7X,477
QL9A7X,457
QL9AX,14
QLAB01X,16
QLABX,405
QLAU00X,57
QLAU02XMA,137
QLEN01X,163
QLENX,150
QLOU00X,58
QLOU02XMA,107
QLSV09XMA,15
QLSVX,543
QLXVX,311
QM5B01X,495
QM5B7X,187
QM7B7X,910
QM8B00XMA,221
QM8B01XMA,744
QMBEX,943
QMD00XMA,337
QMD01XMA,111
QMET00XMA,100
QMET01XMA,127
QMM00X,21
QMM01X,118
QMP01X,170
QMPB00X,50
QMPB02XMA,173
QMPX,187
QMRT00X,275
QMRT02XMA,291
QMSHBX,689
QMSJB00X,106
QMSSX,401
QMST00X,37
QMST01X,355
QMTRO01XMA,29
QMTRO7X,504
QMVP00X,140
QMVP02XMA,523
QN01XMA,23
QNB01XMA,19
QNBX,143
QND00X,318
QND02XMA,530
QNDC00XMA,309
QNDC01XMA,291
QNIC01XMA,65
QNICX,34
QNOR01XMA,72
QNORX,133
QNX,138
QPDL50XMA,245
QPDLX,319
QPEM00X,21
QPEM01X,117
QPFN00XMA,250
QPHI00X,26
QPHI02XMA,159
QPTR01XMA,84
QPTRX,83
QPVL01X,147
QPVLX,124
QQBR01X,286
QQBRX,133
QR2R01X,361
QR2RX,395
QRAC00X,168
QRAC02XMA,171
QRDM50XMA,70
QREX,317
QRF01XMA,70
QRFX,115
QRH01X,108
QRHX,117
QRMM00X,237
QRMM02XMA,522
QRMY09XMA,17
QRND01X,161
QRNDX,293
QRO01X,84
QROC01X,670
QROCX,524
QROX,87
QRP01X,26
QRPL00X,56
QRPL02XMA,110
QRPN00XMA,85
QRPN01XMA,81
QRPN09XMA,13
QRPX,120
QRR01XMA,119
QRRF00X,211
QRRF02XMA,266
QRRX,99
QRS09XMA,11
QRSAX,226
QRSC00X,53
QRSLX,180
QRSP01XMA,75
QRSPX,165
QRSX,174
QRXP00X,49
QRYP00X,68
QRYP02XMA,129
QS01X,182
QS1B01X,525
QS1B7X,267
QS7B01X,248
QS7B7X,121
QS8B01X,645
QS8B7X,389
QS9B01XMA,41
QS9B7X,685
QSAB01X,194
QSAB7X,464
QSACX,229
QSAM00X,99
QSAP09XMA,17
QSASX,264
QSBB01XMA,142
QSBC01XMA,62
QSBMX,130
QSBPX,203
QSBSX,199
QSBT01XMA,109
QSBTX,297
QSCB01X,149
QSCBX,221
QSCC00X,300
QSCC02XMA,536
QSCT50XMA,115
QSCV01X,484
QSCV7X,208
QSDB00X,69
QSDB02XMA,213
QSDC00X,127
QSEA00XMA,221
QSEA01XMA,243
QSEG00XMA,384
QSEG01XMA,291
QSET00XMA,91
QSET01XMA,61
QSF01X,125
QSFL01X,230
QSFL7X,479
QSFM01XMA,197
QSFMX,217
QSFN00X,83
QSFX,91
QSGBY00X,151
QSGW01XMA,75
QSGWX,133
QSH01X,40
QSH02X,137
QSHBR01X,465
QSHBRX,422
QSHN00X,307
QSHN02XMA,372
QSHR01X,407
QSHR7X,226
QSIA09XMA,11
QSIAX,116
QSJLX,147
QSKE01XMA,230
QSKE7X,144
QSKF00X,100
QSL09XMA,10
QSLB00X,133
QSLB02XMA,324
QSLF01X,310
QSLF7X,172
QSLL00X,21
QSLL01X,204
QSLM01X,114
QSLMX,292
QSLX,111
QSML01X,409
QSMLX,134
QSMV01XMA,386
QSMV7X,215
QSO01X,190
QSPBX,146
QSPV00X,83
QSPV02XMA,155
QSR01X,77
QSRB00X,156
QSRB02XMA,220
QSRK01X,536
QSRK7X,189
QSRX,96
QSSA00X,115
QSSDX,428
QSSN7X,376
QSSS01X,228
QSSSX,256
QSSTX,562
QSTB01XMA,24
QSTB7X,319
QSTM00X,287
QSTM02XMA,628
QSTN00XMA,193
QSTN01XMA,209
QSTO01X,39
QSTOX,102
QSTT00X,268
QSVK01X,85
QSVKX,171
QSX,392
QTA01X,524
QTAX,467
QTHI01X,395
QTHI7X,114
QTIT00X,116
QTIT02XMA,119
QTIT50XSC,38
QTIT51XSC,26
QTIT52XSC,51
QTIT53XSC,10
QU001F,1020
QU002F,349
QU003F,166
QU007F,230
QU008F,344
QU010F,442
QU013F,231
QU014F,286
QU022F,259
QU024F,330
QU027F,490
QU029F,538
QU031F,124
QU032F,174
QU034F,663
QU035F,356
QU036F,115
QU040F,414
QU041F,215
QU042F,225
QU043F,248
QU046F,260
QU047F,233
QU051F,415
QU054F,250
QU063F,143
QU068F,463
QU071F,283
QU072F,234
QU074F,190
QU075F,175
QU077F,664
QU079F,281
QU080F,208
QU084F,207
QU086F,758
QU087F,240
QU091F,114
QU092F,214
QU098F,185
QU103F,460
QU127F,424
QU182F,292
QU2B01X,346
QU2B7X,270
QU305F,110
